S/N,Month,Terminal ID,Terminal Serial,Business Name,Payment Value,Payment Volume,Transfer Value,Transfer Volume,"Target PaymentValue",Target Met,"Days Since LastTransaction",Business Registration Date,Terminal Assignment Date,Last Transaction Date
638,April,2033EQVT,P260301173118,Mama B Ventures,0,0,0,0,"20,000.00",FALSE,9,,,
639,April,2057BJGA,P260301271080,Bonsai Boutique,0,0,0,0,"20,000.00",FALSE,0,,,
640,April,2033DSFO,P260300127225,"BARRY WUMI-HUB - BARRYWUMI-HUB",0,0,0,0,"20,000.00",FALSE,87,,,
641,April,2070H8RY,P260300652263,Posi clothing,0,0,0,0,"20,000.00",FALSE,5,,,
642,April,20331JCV,P260300693121,Weeldrop logistics Bodija 2,0,0,0,0,"20,000.00",FALSE,8,,,
643,April,2070125O,P260300113166,Finrel Nigeria Limited,0,0,0,0,"20,000.00",FALSE,13,,,
644,April,2057BQYP,P260301222896,Fir Saphyevents,0,0,0,0,"20,000.00",FALSE,35,,,
645,April,2070E9MS,P260300852654,"Vanguard Pharmacy ltd -Vanguard Pharmacy Monatan 2",0,0,0,0,"20,000.00",FALSE,11,,,
646,April,2033CLHZ,P260301274146,Nulat Authentic Biz Nig Enterprise,0,0,0,0,"20,000.00",FALSE,4,,,
647,April,2033FMZN,P260300118867,Sure hope ventures,0,0,0,0,"20,000.00",FALSE,11,,,
648,April,2033XVD0,P260300106171,DOA Venture 2,0,0,0,0,"20,000.00",FALSE,172,,,
649,April,2057ZDAF,P260301123326,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY LTD",0,0,0,0,"20,000.00",FALSE,_,,,
650,April,2070N9UB,P260300699525,SAO challenge 5,0,0,0,0,"20,000.00",FALSE,10,,,
651,April,2070L9FW,P260300697246,Lordsfavor Nig  Iyana church,0,0,0,0,"20,000.00",FALSE,10,,,
652,April,2070I2HA,P260301262487,Vicsu Ventures,0,0,0,0,"20,000.00",FALSE,1,,,
653,April,2070L9IN,P260300697247,Lordsfavor Nig 2,0,0,0,0,"20,000.00",FALSE,54,,,
654,April,2033CUNQ,P260300115604,Coollink telecomms nig. Ent 2,0,0,0,0,"20,000.00",FALSE,106,,,
655,April,2033BBUK,P260301204049,Muka services 4,0,0,0,0,"20,000.00",FALSE,156,,,
656,April,2070L9OR,P260300697257,NNPC station Ebedi Shasha,0,0,0,0,"20,000.00",FALSE,56,,,
657,April,2070AKBE,P260301217299,Maa Shaa Allah ventures 2,0,0,0,0,"20,000.00",FALSE,1,,,
658,April,2070K7DI,P260300627169,"Vanguard Pharmacy ltd -Vanguard Pharmacy Ltd Monatan",0,0,0,0,"20,000.00",FALSE,12,,,
659,April,2070L9OZ,P260300697240,NNPC Oil Ebedi Shasha 2,0,0,0,0,"20,000.00",FALSE,37,,,
660,April,207068QK,P260300174929,Hakimi Ventures withdrawal,0,0,0,0,"20,000.00",FALSE,270,,,
661,April,2070M9OB,P260301131930,Decent Kem Nigeria limited,0,0,0,0,"20,000.00",FALSE,133,,,
662,April,2070HN7Z,P260301181416,Muka Services 8,0,0,0,0,"20,000.00",FALSE,249,,,
663,April,20331HXW,P260301816264,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY KUJE",0,0,0,0,"20,000.00",FALSE,11,,,
664,April,2070018S,P260300617041,omojo global services,0,0,0,0,"20,000.00",FALSE,4,,,
665,April,2070L5BV,P260300577479,EVENT BY COPA,0,0,0,0,"20,000.00",FALSE,5,,,
666,April,2070276K,P260300067063,A.Z Alkmaar Ventures,0,0,0,0,"20,000.00",FALSE,172,,,
667,April,2057JMWB,P260301345850,Mosh Supermarket Iseyin 2,0,0,0,0,"20,000.00",FALSE,4,,,
668,April,2057XGTK,P260301650032,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYOLUYOLE",0,0,0,0,"20,000.00",FALSE,1,,,
669,April,2070762G,P260300256570,Cash and Smile 4,0,0,0,0,"20,000.00",FALSE,26,,,
670,April,2070428H,P260300065475,ADM Enterprises 4,0,0,0,0,"20,000.00",FALSE,121,,,
671,April,2070W4FO,P260301351884,Cascade Lounge Oluyole 2,0,0,0,0,"20,000.00",FALSE,35,,,
672,April,2070Z5ZW,P260300724052,Weeldrop logistics brewery 2,0,0,0,0,"20,000.00",FALSE,83,,,
673,April,20574WKI,P260301460411,Kemi Venture 2,0,0,0,0,"20,000.00",FALSE,7,,,
674,April,2070680C,P260300054761,Q Telecom,0,0,0,0,"20,000.00",FALSE,5,,,
675,April,2070SMK7,P260301460414,Cash flow Communications,0,0,0,0,"20,000.00",FALSE,124,,,
676,April,2070C4OC,P260300806475,"Weeldrop logistics orita challenge2",0,0,0,0,"20,000.00",FALSE,24,,,
677,April,2070VHK7,P260301338760,FinrelNigeria Akobo 4,0,0,0,0,"20,000.00",FALSE,20,,,
678,April,2070RAT4,P260301338765,FinrelNigeria Akobo 5,0,0,0,0,"20,000.00",FALSE,3,,,
679,April,2070X5EC,P260300054762,GENA,0,0,0,0,"20,000.00",FALSE,1,,,
680,April,2057HAKQ,P260301520682,Ali time venture 2,0,0,0,0,"20,000.00",FALSE,5,,,
681,April,2070X5EG,P260300333296,GENA 2,0,0,0,0,"20,000.00",FALSE,65,,,
682,April,2070X5TK,P260300377174,GENA ODO ONA,0,0,0,0,"20,000.00",FALSE,186,,,
683,April,2057XWLZ,P260301092567,Gravano Club,0,0,0,0,"20,000.00",FALSE,20,,,
684,April,2057JTYM,P260301219084,Arise Business Venture,0,0,0,0,"20,000.00",FALSE,119,,,
685,April,2057ZPRQ,P260301336357,Anikeola 2,0,0,0,0,"20,000.00",FALSE,99,,,
686,April,2070QK0V,P260301040861,Tony Best Fashion store,0,0,0,0,"20,000.00",FALSE,177,,,
687,April,2033ZQM6,P260300049370,Destiny Ventures,0,0,0,0,"20,000.00",FALSE,27,,,
688,April,2057UFIC,P260300735777,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY OKILPG",0,0,0,0,"20,000.00",FALSE,125,,,
689,April,207072EP,P260300315977,MOG Telecoms and Transports,0,0,0,0,"20,000.00",FALSE,14,,,
690,April,207060FF,P260300019385,S. O Ventures 2,0,0,0,0,"20,000.00",FALSE,199,,,
691,April,2070EPYK,P260301467752,"Mosh pharm n supermarket bodija4",0,0,0,0,"20,000.00",FALSE,_,,,
692,April,207073IV,P260301645863,Money World Ventures 5,0,0,0,0,"20,000.00",FALSE,2,,,
693,April,2070FBYG,P260301467751,"Mosh pharm n supermarketiletuntun 4",0,0,0,0,"20,000.00",FALSE,110,,,
694,April,2070PJP4,P260301471667,Anchor Restaurant and Bar 1,0,0,0,0,"20,000.00",FALSE,_,,,
695,April,2033D2SU,P260301471669,Anchor Restaurant and Bar 1,0,0,0,0,"20,000.00",FALSE,_,,,
696,April,2070ZK21,P260300140417,Adorable Global Service,0,0,0,0,"20,000.00",FALSE,46,,,
697,April,2070WS13,P260300065391,ADM Multi Enterprises 3,0,0,0,0,"20,000.00",FALSE,149,,,
698,April,2033RBZ4,P260301192937,Olatunji Telecom,0,0,0,0,"20,000.00",FALSE,91,,,
699,April,2070GEDV,P260301491689,RANAO,0,0,0,0,"20,000.00",FALSE,2,,,
700,April,2070GJNN,P260301491687,FIKAD SOLA ENTERPRISE,0,0,0,0,"20,000.00",FALSE,102,,,
701,April,20705WFF,P260301492426,Rhinos Cafe 3,0,0,0,0,"20,000.00",FALSE,85,,,
702,April,2070HBNI,P260300610269,Triple O stores,0,0,0,0,"20,000.00",FALSE,3,,,
703,April,2057UFHX,P260300735762,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYOSOGBO 3",0,0,0,0,"20,000.00",FALSE,12,,,
704,April,2057UJLP,P260300747085,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY LOKOJA",0,0,0,0,"20,000.00",FALSE,22,,,
705,April,2033QKB3,P260301195522,Muka Service,0,0,0,0,"20,000.00",FALSE,110,,,
706,April,2070YJ0F,P260300992818,FOODCO NIG LEKKI 1,0,0,0,0,"20,000.00",FALSE,1,,,
707,April,2070JLGD,P260301538673,"SUNRISE UNIVERSALINTEGRATED SUPERMARKET -Sunrise Pharm Supermarket",0,0,0,0,"20,000.00",FALSE,55,,,
708,April,2070ZN2K,P260300975336,AZ ALKMAAR,0,0,0,0,"20,000.00",FALSE,191,,,
709,April,2070FIHC,P260300613356,King enterprises,0,0,0,0,"20,000.00",FALSE,116,,,
710,April,2070000M,P260300425966,WhitGod Enterprise 2,0,0,0,0,"20,000.00",FALSE,1,,,
711,April,2070VC89,17340814,Good news Store,0,0,0,0,"20,000.00",FALSE,159,,,
712,April,2057JN5Y,P260301626710,NIDDLEPOINT NIGERIA LIMITED,0,0,0,0,"20,000.00",FALSE,39,,,
713,April,2057MB9H,P260301626705,Alpha Jumong Global services,0,0,0,0,"20,000.00",FALSE,21,,,
714,April,2070H3VM,P260300620118,DeBlend Lounge Club,0,0,0,0,"20,000.00",FALSE,78,,,
715,April,2070O3NL,P260300746745,FOOCO NIG IKOYI 5,0,0,0,0,"20,000.00",FALSE,1,,,
716,April,2057UTAG,P260300052285,GENA APATA,0,0,0,0,"20,000.00",FALSE,194,,,
717,April,2070CBZT,P260301611325,IDEA KONSULT MOKOLA,0,0,0,0,"20,000.00",FALSE,_,,,
718,April,2070BPBP,P260301611326,IDEA KONSULT PALMS MALL,0,0,0,0,"20,000.00",FALSE,_,,,
719,April,2070BHEP,P260301611327,IDEA KONSULT OSUNTOKUN,0,0,0,0,"20,000.00",FALSE,_,,,
720,April,2070BEDL,P260301611328,IDEA KONSULT OAU IFE,0,0,0,0,"20,000.00",FALSE,59,,,
721,April,2033OXU9,P260300499619,Olivdan Mobile banking,0,0,0,0,"20,000.00",FALSE,2,,,
722,April,2070Z5VZ,P260300562609,GENA OYO,0,0,0,0,"20,000.00",FALSE,1,,,
723,April,2070YE0Y,P260300825386,FOODCO NIG AKOBO 2,0,0,0,0,"20,000.00",FALSE,4,,,
724,April,2070WO8E,P260300179930,Sayonti,0,0,0,0,"20,000.00",FALSE,7,,,
725,April,2033XGE8,P260300022855,The Peace Consult,0,0,0,0,"20,000.00",FALSE,37,,,
726,April,2033LYA7,P260300137507,Olabode Ojuolape,0,0,0,0,"20,000.00",FALSE,33,,,
727,April,2033LWQ4,P260300784144,Prestige Ventures,0,0,0,0,"20,000.00",FALSE,2,,,
728,April,2070YF0S,P260301216645,FOODCO NIG AKOBO 3,0,0,0,0,"20,000.00",FALSE,0,,,
729,April,2070K2RI,P260300792745,RUKKYEXPLICIT,0,0,0,0,"20,000.00",FALSE,0,,,
730,April,20709U4Q,P260301731686,Quedee Couture,0,0,0,0,"20,000.00",FALSE,1,,,
731,April,2057VDRF,P260300672321,Hamine SuperStore 3,0,0,0,0,"20,000.00",FALSE,46,,,
732,April,2070YC0O,P260300992811,FOODCO NIG AKALA 3,0,0,0,0,"20,000.00",FALSE,1,,,
733,April,2033G5TY,C41P008D01502304,AB ONIMIZ WELLNESS CENTER,0,0,0,0,"20,000.00",FALSE,5,,,
734,April,2033KRL4,P260300174930,God's Time Venture,0,0,0,0,"20,000.00",FALSE,21,,,
735,April,2070U2EJ,P260300803816,"Omak healthcare services - Omakshawarma Amuludun",0,0,0,0,"20,000.00",FALSE,8,,,
736,April,2033JBJ7,22115629,Oluwatominiyi Telecom,0,0,0,0,"20,000.00",FALSE,120,,,
737,April,2033JAV9,P260300806765,Akorede Ventures,0,0,0,0,"20,000.00",FALSE,131,,,
738,April,2033KTC5,P260300142597,Ajibola Telecom,0,0,0,0,"20,000.00",FALSE,1,,,
739,April,2070KI7D,P260300825391,HIGHLAND CHURCH,0,0,0,0,"20,000.00",FALSE,2,,,
740,April,2070NW7L,P260300852651,Ma Sha Allah Baby Comfort Store,0,0,0,0,"20,000.00",FALSE,1,,,
741,April,2070RV7L,P260300852472,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYOKITIPUPA",0,0,0,0,"20,000.00",FALSE,1,,,
742,April,2033HFD4,17293077,First topclass enterprises 2,0,0,0,0,"20,000.00",FALSE,18,,,
743,April,207011CJ,P260300412144,OMA Global concept & services,0,0,0,0,"20,000.00",FALSE,7,,,
744,April,207076QS,P260300973600,Ador investment Nigeria ltd,0,0,0,0,"20,000.00",FALSE,120,,,
745,April,2070O8US,P260300856945,CocoaBean Cafe,0,0,0,0,"20,000.00",FALSE,2,,,
746,April,2070NL1B,P260300983982,De Blend club lounge,0,0,0,0,"20,000.00",FALSE,4,,,
747,April,2070ANJR,P260301222505,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYADAMASIGBA",0,0,0,0,"20,000.00",FALSE,14,,,
748,April,22143TX8,P260301815572,"HABEEB ABDULRAZAQOLAMIDE",0,0,0,0,"20,000.00",FALSE,_,,,
749,April,2070IE8C,P260301044065,"Helen and Ezra cementEnterprises",0,0,0,0,"20,000.00",FALSE,233,,,
750,April,2070ZG2M,P260300975338,MJ collections,0,0,0,0,"20,000.00",FALSE,193,,,
751,April,2057P9YR,P260301854540,Greenplus Pharmaceutical SASA,0,0,0,0,"20,000.00",FALSE,_,,,
752,April,2070YV0E,P260301560114,FOODCO NIG ARULOGUN 2,0,0,0,0,"20,000.00",FALSE,8,,,
753,April,2033QBP5,P260301478003,Money World Ventures 2,0,0,0,0,"20,000.00",FALSE,29,,,
754,April,2070I0CJ,P260300672322,HouseOfOkikiola1,0,0,0,0,"20,000.00",FALSE,27,,,
755,April,2070915U,P260301198625,Shigo payment solution,0,0,0,0,"20,000.00",FALSE,120,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
